iter	Passed	Remaining
718	2237	874
719	2242	872
720	2247	869
721	2251	867
722	2256	864
723	2260	861
724	2265	859
725	2271	857
726	2276	854
727	2281	852
728	2285	849
729	2291	847
730	2296	844
731	2300	842
732	2304	839
733	2308	836
734	2315	835
735	2322	833
736	2327	830
737	2330	827
738	2331	823
739	2333	819
740	2336	816
741	2337	812
742	2339	809
743	2340	805
744	2341	801
745	2342	797
746	2343	793
747	2344	789
748	2345	786
749	2346	782
750	2347	778
751	2349	774
752	2350	771
753	2351	767
754	2352	763
755	2353	759
756	2354	755
757	2355	752
758	2356	748
759	2357	744
760	2358	740
761	2359	736
762	2360	733
763	2361	729
764	2362	725
765	2363	722
766	2364	718
767	2365	714
768	2366	710
769	2367	707
770	2368	703
771	2369	699
772	2370	695
773	2370	692
774	2371	688
775	2373	685
776	2374	681
777	2375	677
778	2376	674
779	2377	670
780	2378	667
781	2379	663
782	2380	659
783	2381	656
784	2382	652
785	2383	648
786	2384	645
787	2385	641
788	2387	638
789	2388	635
790	2390	631
791	2391	628
792	2392	624
793	2393	621
794	2394	617
795	2395	614
796	2396	610
797	2399	607
798	2400	603
799	2401	600
800	2402	596
801	2404	593
802	2405	590
803	2405	586
804	2406	583
805	2407	579
806	2408	576
807	2409	572
808	2410	569
809	2412	566
810	2414	562
811	2415	559
812	2416	555
813	2417	552
814	2418	548
815	2419	545
816	2420	542
817	2421	538
818	2421	535
819	2423	531
820	2424	528
821	2425	525
822	2427	521
823	2428	518
824	2429	515
825	2430	511
826	2431	508
827	2432	505
828	2433	501
829	2434	498
830	2435	495
831	2436	491
832	2437	488
833	2438	485
834	2440	482
835	2441	478
836	2442	475
837	2443	472
838	2445	469
839	2446	465
840	2447	462
841	2448	459
842	2450	456
843	2451	453
844	2452	449
845	2453	446
846	2455	443
847	2456	440
848	2457	437
849	2458	433
850	2459	430
851	2461	427
852	2462	424
853	2463	421
854	2465	418
855	2466	414
856	2467	411
857	2468	408
858	2470	405
859	2471	402
860	2472	399
861	2473	396
862	2475	392
863	2477	389
864	2478	386
865	2479	383
866	2480	380
867	2481	377
868	2483	374
869	2484	371
870	2485	368
871	2486	365
872	2488	362
873	2490	359
874	2491	355
875	2492	352
876	2493	349
877	2494	346
878	2495	343
879	2496	340
880	2497	337
881	2498	334
882	2500	331
883	2501	328
884	2502	325
885	2503	322
886	2504	319
887	2505	316
888	2506	313
889	2507	309
890	2509	306
891	2509	303
892	2511	300
893	2512	297
894	2513	294
895	2515	291
896	2516	288
897	2517	285
898	2519	283
899	2520	280
900	2521	277
901	2522	274
902	2523	271
903	2524	268
904	2526	265
905	2527	262
906	2529	259
907	2530	256
908	2531	253
909	2532	250
910	2533	247
911	2534	244
912	2535	241
913	2536	238
914	2538	235
915	2540	232
916	2541	230
917	2542	227
918	2543	224
919	2544	221
920	2545	218
921	2546	215
922	2547	212
923	2548	209
924	2549	206
925	2551	203
926	2553	201
927	2554	198
928	2555	195
929	2556	192
930	2557	189
931	2558	186
932	2559	183
933	2560	180
934	2561	178
935	2563	175
936	2566	172
937	2567	169
938	2568	166
939	2569	164
940	2570	161
941	2571	158
942	2572	155
943	2573	152
944	2576	149
945	2577	147
946	2578	144
947	2579	141
948	2580	138
949	2582	135
950	2583	133
951	2584	130
952	2585	127
953	2586	124
954	2587	121
955	2589	119
956	2591	116
957	2592	113
958	2593	110
959	2594	108
960	2595	105
961	2596	102
962	2597	99
963	2599	97
964	2600	94
965	2601	91
966	2603	88
967	2604	86
968	2605	83
969	2606	80
970	2607	77
971	2608	75
972	2609	72
973	2610	69
974	2611	66
975	2612	64
976	2614	61
977	2616	58
978	2617	56
979	2618	53
980	2619	50
981	2620	48
982	2621	45
983	2622	42
984	2623	39
985	2625	37
986	2626	34
987	2627	31
988	2629	29
989	2630	26
990	2631	23
991	2632	21
992	2633	18
993	2635	15
994	2636	13
995	2637	10
996	2639	7
997	2641	5
998	2642	2
999	2643	0
